,ID,DATA,TEL,CPF,SOLICITANTE,DS_RECEITA,LABEL
351,351,2020-10-23,1100000351,12345670351,Cristina,uso oral: 1 tramal 100mg 1cx tomar 1 cp de 8/8hrs se dor intensa,Receita
352,352,2020-08-15,1100000352,12345670352,Rafael,"ao laboratorio paciente com sintomas respiratorios ha 2 dias. solicito teste de antigeno sars cov2. cid b342 grata,",Exame
353,353,2020-06-16,1100000353,12345670353,Patrícia,"uso oral: 1) floratil sache 200mg diluir 1 sache em 50 ml de agua e dar de 12/12 horas por 5 dias. 2) biozinc 2mg/0.5ml dar 2.5 ml por 10 dias. 3) vonau 4mg dar 1/2 cp sublingual de 8 em 8 horas, se vomitos. 4) pedialyte ofertar apos episodio de diarreia e ao longo do dia. ofertar demais liquidos da dieta de forma independente.",Receita
354,354,2020-10-09,1100000354,12345670354,Vinícius,"paciente em tratamento oncologico com fluoracil em altas doses, com risco de mucosite quimio induzida, necessitando de laserterapia de baixa potencia para tratamento e alivio dos sintomas causados pela mucosite quimio induzida. grata. codigo: 30202159 (05 sessoes)",Exame
355,355,2020-10-10,1100000355,12345670355,Camila,uso oral: 1 amoxicilina+clavulanato(875+125mg) 14cps tomar 1 cp de 12/12hrs por 7 dias 2 prednisona 20mg 10cps tomar 1 cp de 12/12hrs por 5 dias 3 dipirona 500mg 1cx tomar 1 cp de 6/6hrs se dor ou febre,Receita
356,356,2020-11-27,1100000356,12345670356,Rodrigo,uso oral 1 desloratadina 0.5mg/ml ? dar 5 ml uma vez ao dia por 5 dias. uso topico 1 mupirocina pomada apos higiene local aplicar final camada de 12/12horas por 7 dias.,Receita
357,357,2020-12-09,1100000357,12345670357,Tatiana,"paciente em acompanhamento oncologico, com relato de que ha 06 dias teve inicio do quadro de coriza, congestao nasal, desconforto em garganta e adinamia. nega febre e outras queixas associadas ao quadro. realizado de carater ambulatorial teste covid e influenza, tendo como rsultado covid reagente. procura consulta de urgencia para esclarecimento de duvidas e avaliacao medica. ao exame clinico paciente estavel, no momento sem queixas, sat 99% em aa e sem alteracoes ao exame fisico (ausculta pulmonar sem alteracoes). recebe alta medica com orientacoes de retorno ao medico assistente, devido melhora clinica importante nao receitado medicamentos e orientada quanto importancia da hidratacao e alimentacao balanceada. a disposicao.",Outros
358,358,2020-03-12,1100000358,12345670358,Gustavo,uso oral 1) amoxicilina + clavulina(875+125mg) 10 comp tomar 1 comp de 12 em 12 horas po 5 dias 2) prednisolona(20mg) tomar 1 comp de 12 em 12horas por 5 dias 3) loratadina(10mg) tomar 1 comp a noite por 5 noites 4) dipirona(1g) tomar 1 comp de 6 em 6 horas se dor ou febre,Receita
359,359,2020-04-12,1100000359,12345670359,Isabela,a ubs de origem paciente acima refere mordedura de cao observavel hoje em mid. refere que a sua cateira de vacinacao nao esta atualizada. oriento sobre observacao do animal por 10 dias. solicito atualizacao da carteira de vacinacao da paciente (anti tetanica) grata,Exame
360,360,2020-03-15,1100000360,12345670360,João,uso oral 1. cefalexina 500mg 1cp 6/6hs por 5 dias 2. ibuprofeno 300mg 1cp 6/6hs por 3 dias 3. vacina antitetanica reforco se ultima dose >5 anos retirar os pontos em 7 dias,Receita
361,361,2020-09-02,1100000361,12345670361,Maria,"uso oral: clavulin 875mg tomar 1 cp, de 12/12h, por 7 dias predsin 20mg tomar 1 cp de 12/12h, por 5 dias dipirona 1g tomar 1 cp de 6/6h, se dor ou febre.",Receita
362,362,2020-01-01,1100000362,12345670362,José,uso oral 1) floratil 200 mg 1 cp 12/12 hs 05 dias 2) tiorfan 100 mg 1 cp 8/8 hs ate cessar a diarreia,Receita
363,363,2020-03-31,1100000363,12345670363,Ana,,Invalido
364,364,2020-07-10,1100000364,12345670364,Pedro,uso oral 1 tropinal tomar 01 cp de 06 em 06 horas se dor abdominal 2 buscopam 10mg tomar 8/8h se dor abdominal 3 paracetamol 750mg tomar 6/6h se dor,Receita
365,365,2020-06-01,1100000365,12345670365,Mariana,uso oral: 1 loratadina 10mg 5cps tomar 1 cp ao dia por 5 dias 2 prednisona 20mg 10cps tomar 1 cp de 12/12hrs por 5 dias 3 ambroxol(xarope) 1fr tomar 5mls de 8/8hrs por 5 dias,Receita
366,366,2020-09-17,1100000366,12345670366,Carlos,uso oral: 1) azitromicina 500mg tomar 1 comprimido ao dia por 5 dias 2) prednisona 20mg tomar 1 comprimido pela manha por 5 dias 3) dipirona 500mg tomar 1 comprimido de 4/4h em caso de dor ou febre 4) koide d tomar 15 ml de 8/8h por 3 dias,Receita
367,367,2020-03-26,1100000367,12345670367,Paula,uso oral 1) clavulin bd 400+57mg/5ml manter na geladeira dar 6.0 ml de 12 em 12 horas por 10 dias uso topico 2) verutex b pomada aplicar nas lesoes 3 x ao dia por 07 dias,Receita
368,368,2020-08-01,1100000368,12345670368,Lucas,"1 flancox 600mg 1cx 1cp de 12/12h se dor, tomar 1 a 4 dias ( na menstruacao por ex.)",Receita
369,369,2020-10-11,1100000369,12345670369,Juliana,uso oral 1) dipirona 1g 1 cx tomar 1 cp de 6/6 horas se dor 2) ibuprofeno 600 mg 1 cx tomar 1 cp de 8/8 horas se dor,Receita
370,370,2020-06-18,1100000370,12345670370,Fernando,"uso oral: 1 prednisona 20mg tomar 1 cp vo cedo por 5 dias 2 loratadina 10mg tomar 1 cp vo ao dia por 05 dias 3 dipirona 1g tomar 1 cp vo de 6/6h se dor e ou febre 4 acetilcisteina 600mg diluir um envelope em 50ml de agua, tomar a noite, por 05 dias uso nasal 1 lavagem nasal com sf0.9% 4x ao dia 2 budesonida 32mcg aplicar 1 puff de 12/12h por 10 dias em cada narina",Receita
371,371,2020-06-04,1100000371,12345670371,Cristina,"uso oral 1 lisador dip 1g tomar 1 comprimido via oral, de 8 em 8 horas, se dor 2 maxsulid 400mg tomar 1 comprimido via oral, de 12 em 12 horas, por 5 dias orientacoes compressa gelada local realizar 20 minutos a cada 03 horas, nao realizar diretamente sob a pele.",Outros
372,372,2020-09-29,1100000372,12345670372,Rafael,uso topico rifocina spray borrifar 01 puff na regiao indicada a cada 08 horas por 10 dias (observacao: cuidado pois mancha tecido),Receita
373,373,2020-04-19,1100000373,12345670373,Patrícia,uso oral 1. dipirona 1g tomar 1 cp de 6/6h se dor ou febre 2. dramin b6 tomar 1 cp de 8/8h se nausea ou vomito 3. buscopan composto tomar 1 cp de 8/8h se dor abdominal 4. soro de reidratacao oral tomar em media 1600 ml ao dia >> ingerir em media mais 3200 ml de liquidos de prefencia,Receita
374,374,2020-03-12,1100000374,12345670374,Vinícius,uso oral 1 puran 100mcg continuo tomar um comp via oral em jejum e esperar meia hora para se alimentar 2 neutrofer 150mg 2 cxs tomar um comprimido via oral duas horas apos o cafe da manha por 2 meses 3 mecobe 01 cx deixar um comprimido via oral sublingual as segundas e quintas por 3 meses,Receita
375,375,2020-07-07,1100000375,12345670375,Camila,"uso interno 1) vonau 4mg dar meio comprimido sublingual, se vomito, ate de 8/8 horas. apos administrar a medicacao, aguardar pelo menos 30 minutos para oferecer dieta. 2) tylenol crianca dar 7.5 ml em caso de dor, ate de 8/8 horas orientacoes dieta leve e liquidos em abundancia retornar ao pronto socorro se sianis de alarme",Outros
376,376,2020-12-18,1100000376,12345670376,Rodrigo,,Invalido
377,377,2020-02-10,1100000377,12345670377,Tatiana,retirada de pontos em 7 dias,Exame
378,378,2020-08-07,1100000378,12345670378,Gustavo,uso oral 1 aldactone 50 mg cx tomar 1 cp diariamente por 10 dias e apos 100mg ao dia.,Receita
379,379,2020-05-12,1100000379,12345670379,Isabela,uso oral 1 predsim 40mg tomar 1cp pela manha por 5 dias 2 hixizine 25mg tomar 1cp 8/8h por 5 dias,Receita
380,380,2020-11-29,1100000380,12345670380,João,"solicito os seguintes exames hemograma, ferritina glicemia de jejum tsh, t4livre, anti tpo hiv, vdrl, hbsag, anti hbs, hcv urina 1 urc vitamina d vitamina b12 toxoplasmose igg igm rubeola igg igm cmv igg igm tipagem sanguinea/ coombs indireto",Exame
381,381,2020-09-10,1100000381,12345670381,Maria,"uso oral: 1) dipirona 500mg/ml 01 frasco dar 8 gotas de ate 6/6h, se dor ou febre. 2) desloratadina 0.5mg/ml 01 frasco dar 2.5 ml 1x ao dia, por 5 a 7 dias. uso nasal: 1) soro fisiologico 0.9% 02 frascos lavar as narinas com seringa, varias vezes ao dia, sempre que necessario.",Receita
382,382,2020-07-18,1100000382,12345670382,José,uso nasal: avamys spray nasal apcicar 1 jato em cada narina 1x/dia por 30 dias soro fisiologico pingar varias vezes em cada narina retornar se febre/piora clinica,Receita
383,383,2020-03-01,1100000383,12345670383,Ana,uso inalatorio : inalacao com soro fisiologico 5ml 3x/dia por 5 dias uso nasal : soro fisiologico pingar em cada narina 6x/dia e sempre que necessario retornar se febre /piora clinica/desconforto respiratorio,Receita
384,384,2020-11-04,1100000384,12345670384,Pedro,rx 1 patz sl 5mg 01 cxs colocar 01 cp por via sl a noite,Receita
385,385,2020-02-11,1100000385,12345670385,Mariana,uso oftalmico: 1 tobramicina pomada tb aplicar fina camada sobre a lesao ( palpebra superior direita) de 8h/8h por 7 dias 2 compressa morna com soro fisiologico 0.9% fazer compressa local de 4h/4h ate melhora dos sintomas,Receita
386,386,2020-08-29,1100000386,12345670386,Carlos,solicito 10 sessoes fisioterapia especializada hd condropatia joelho d tendinopatia ombro d artralgia quadril d alt degenerativas analgesia alongamento fortalecimento muscular cod 20103492,Encaminhamento
387,387,2020-06-29,1100000387,12345670387,Paula,,Invalido
388,388,2020-08-15,1100000388,12345670388,Lucas,"ao laboratorio solicito hemograma completo, grata",Exame
389,389,2020-09-20,1100000389,12345670389,Juliana,"uso oral 1 dipirona 1g ou paracetamol 750mg tomar 01 cp, vo, 6/6h se dor ou febre, podendo intercalar os dois a cada 4h, se dor ou febre persistente 2 sais de reidratacao oral (sro) diluir 1 sache em 1 litro de agua filtrada e tomar durante o dia",Receita
390,390,2020-09-01,1100000390,12345670390,Fernando,"uso via oral: 1 lisador dip 1gr 1 cx tomar 01 comprimido , via oral , de 6 em 6 horas. 2 nidue 1 cx tomar o1 comprimido via oral de 12 em 12 horas por 5 dias. compressa com gelo 3x/dia, 15 min, 2 semanas",Receita
391,391,2020-01-06,1100000391,12345670391,Cristina,ressonancia magnetica figado para quantificacao de ferro hepatico justificativa: hemocromatose x esteatose hepatica ressonancia magnetica sob sedacao,Exame
392,392,2020-02-21,1100000392,12345670392,Rafael,solicito: ultrassonografia de abdome total tuss 40901122 ultrassonografia de parede abdominal tuss 40901211 x 2 regiao inguinal bilateralmente dor abdominal a/e r104 grato.,Exame
393,393,2020-03-05,1100000393,12345670393,Patrícia,"maxsulid 400 mg 1 cx. tomar 1 cp 12/12hs., por 5 dias",Receita
394,394,2020-07-24,1100000394,12345670394,Vinícius,solicito urgente: exames gerais hemograma completo cid 10: a90,Exame
395,395,2020-05-21,1100000395,12345670395,Camila,"1) enterogermina tomar 1 flaconte 12/12 por 3 dias 2) bromelin propolis 2 jatos na garganta 4x ao ida 3) dipirona ou paracetamol 15 gts, 6/6h se febre(37.8) 4) vonau flash 4mg 1 cp, 8/8h se vomito",Receita
396,396,2020-03-21,1100000396,12345670396,Rodrigo,uso oral 1) dipirona gotas dar 12 gotas de 6/6h se dor ou febre 2) enterogermina flaconete dar 1 flaconete ao dia por 5 dias 3) soro de reidratacao oral pedialyte dar 100ml a cada episodio de diarreia e vomitos,Receita
397,397,2020-01-22,1100000397,12345670397,Tatiana,uso oral 1. prednisona 20 mg tomar 1 cp pela manha por 5 dias 2. dipirona 1 g tomar 1 cp de 6/6h se dor ou febre uso nasal 1. soro fisiologico 0.9% lavar cada narina com 20 ml de 8/8h 2. nasonex aplicar 2 jatos em cada narina de 12/12h,Receita
398,398,2020-01-05,1100000398,12345670398,Gustavo,solicito hormonio anti mulleriano,Encaminhamento
399,399,2020-03-02,1100000399,12345670399,Isabela,uso oral: 1) buscopan composto tomar 1 comprimido de 6/6h em caso de dor abdominal 2) vonau 4mg tomar 1 comprimido sublingual de 8/8h em caso de nausea ou vomito 3) loperamida 2mg tomar 1 comprimido de 8/8h em caso de diarreia 4) zinco quelato 25mg tomar 1 comprimido ao dia por 7 dias,Receita
400,400,2020-12-28,1100000400,12345670400,João,vacinacao hpv novavelnte,Exame
401,401,2020-12-01,1100000401,12345670401,Maria,hd condropatia patelar oelho direito (m222) tendinite fibulares (m77) cd ressonancia magnetica joelho direito e tornozelo esq (41101316 x 2),Exame
402,402,2020-11-28,1100000402,12345670402,José,uso interno: escitalopram (10mg) uso continuo tomar 01 comprimido cedo.,Receita
403,403,2020-11-27,1100000403,12345670403,Ana,uso oral continuo: 1 hidroxicloroquina 400mg tomar 01 cp 1x/dia 2 azatioprina 50mg tomar 01 cp de 8/8h 3 prednisona 5mg tomar 1.5 cp cedo 4 citrato malato de calcio 250mg tomar 01 cp apos almoco 5 bupropiona 300mg tomar 01 cp cedo 6 aas 100mg tomar 01 apos almoco 7 dexilante tomar 01 cp cedo 8 vitamina d 7000ui tomar 01 cp 1x/semana uso topico continuo: 8 protetor solar fator 50 passar em todas as areas fotoexpostas 3x/dia,Receita
404,404,2020-07-15,1100000404,12345670404,Pedro,"uso oral 1 lisador dip 1g tomar 1 comprimido via oral, de 8 em 8 horas, por 7 dias 2 ecoxe 90mg tomar 1 comprimido via oral, 1x ao dia, por 7 dias 3 miosan caf 10mg tomar 1 comprimido via oral, 2 horas antes de dormir, a noite, por 7 dias.",Receita
405,405,2020-12-15,1100000405,12345670405,Mariana,uso oral 1 koide d tomar 15 ml vo 8/8hs por 5 dias,Receita
406,406,2020-11-16,1100000406,12345670406,Carlos,"uso oral: 1) bromoprida 10 mg tomar 01 comp. de 8/8hs, se nausea/vomitos. 2) bifilac geflora tomar 01 comp. ao dia por 05 dias. 3) sais de rehidratacao oral diluir 01 envelope em 1litro de agua, fazer uso durante o dia. em caso de persistencia ou surgimento de novos sintomas retorno para reavaliacao medica.",Receita
407,407,2020-09-30,1100000407,12345670407,Paula,uso topico nutrel b5 creme 1 tubo usar 2 x dia na mancha branca por 2 a 3 meses,Receita
408,408,2020-12-08,1100000408,12345670408,Lucas,uso oral 1. cetoprofeno 100 mg tomar 01 comprimido de 12/12h por 03 dias 2. dipirona 500 mg tomar 02 comprimidos de 06/06h se dor ou febre 3. koided tomar 10 ml de 12/12h por 05 dias,Receita
409,409,2020-04-09,1100000409,12345670409,Juliana,uso oral 1) ondif 4mg aplicar meio folheto na lingua de 8 em 8 horas se nauseas ou vomitos. 2) dipirona 500mg/ml dar 11 gotas via oral de 6 em 6 horas se dor ou febre. ou 2) paracetamol 200mg/ml dar 11 gotas via oral de 6 em 6 horas se dor ou febre. uso externo 1) soro fisiologico 0.9% higienizar as narinas de 4 em 4 horas ou sempre que necessario.,Receita
410,410,2020-05-31,1100000410,12345670410,Fernando,"uso oral: 1) meclin 25mg tomar 01 cp, 12/12h, se nauseas 2) paracetamol 750mg tomar 01 cp, 12/12h, se dor",Receita
411,411,2020-03-28,1100000411,12345670411,Cristina,"uso oral dipirona 1000mg tomar 1 comprimido, via oral, de 6/6hs, se dor ou febre paracetamol , 750 mg tomar 1 comprimido, via oral, de 6/6hs, se dor ou febre cetoprofeno 100 mg tomar 1 comprimido, via oral, de 12/12hs, por no maximo 3 dias",Receita
412,412,2020-09-01,1100000412,12345670412,Rafael,uso oral 1. ciprofloxacino 500mg tomar 1 comprimido de 12/12 horas por 5 dias,Receita
413,413,2020-10-22,1100000413,12345670413,Patrícia,uso oral 1. dipirona 1g tomar 1 cp de 6/6h se dor ou febre,Receita
414,414,2020-09-01,1100000414,12345670414,Vinícius,"obstipante alimentos permitidos: ? chas claros (erva doce, camomila, hortela) sem acucar, sucos de frutas diluidos em agua e coados (limao, caju, goiaba, maca); ? frutas cozidas ou assadas sem a casca (maca, pera) ou banana prata ou maca; ? legumes e tuberculos bem cozidos ou na forma de pure; ? carnes magras, frango sem pele, file de peixes cozidos ou assados; ? bolachas cream cracker, maizena, ou torradas; ? arroz bem cozido, macarrao sem molho, sopas de legumes, carnes magras ou canja; ? gelatina. alimentos proibidos: ? alimentos ricos em fibras (arroz integral, pao integral), cereais matinais (all bran, musli); ? vegetais crus ou cozidos (alface, escarola, espinafre); ? leguminosas (feijao, ervilha, lentilha, grao de bico); ? frutas como laranja, mamao, abacate, uva, manga e seus sucos; ? leite integral e derivados; ? embutidos (salsicha, salame, presuntos) e enlatados (milho, picles, azeitona,cebolinha); ? carnes gordas em geral; ? massas recheadas e molhos; ? maionese e condimentos; ? doces concentrados (doce de leite, leite condensado, goiabada); ? creme de leite, amendoim, chocolate. recomendacoes: 1. ingerir bastante liquido (agua e cha). 2. substituir o acucar por adocante. 3. comer pequenas quantidades de 2 em 2 horas. 4. evitar o consumo de alimentos crus. 5. usar pouco oleo nas refeicoes. 6. alimentar se em lugar tranquilo, mastigando bem, evitando falar para nao engolir ar e consequente desconforto intestinal.",Outros
415,415,2020-01-02,1100000415,12345670415,Camila,uso oral 1 annita 500mg tomar 1cp de 12 em 12 por 3 dias 2 ativb 1000mcg tomar 1cp ao dia por 30 dias,Receita
416,416,2020-09-01,1100000416,12345670416,Rodrigo,"uso oral: 1 alektos tomar 01 cp ao deitar por 07 dias 2 cetoprofeno 150 mg toar 01 cp ,12/12h por 03 dias uso inalatorio: 3 busonid 50 mcg aplicar 01 jato em cada narina 12/12h por 07 dias 4 lavagem nasal sf 0.9% , seringa 10 ml ,30 ml cada narina , 12/12h",Receita
417,417,2020-02-29,1100000417,12345670417,Tatiana,"uso oral 1 muvinlax env diluir 01 envelope em copo de agua e tomar de 12/12h, por 60 dias.",Receita
418,418,2020-08-28,1100000418,12345670418,Gustavo,"uso oral 1 predsim 20mg tomar 1cp/dia por 5 dias 2 bilastina 20mg tomar 1cp/dia por 5 dias, a noite 3 dipirona 1g tomar 1pc ate de 6/6h, se dor ou febre 4 azitromicina 500mg tomar 1cp/dia, por 5 dias uso nasal 1 sf0.9% lavar nas narinas 5x/dia",Receita
419,419,2020-02-16,1100000419,12345670419,Isabela,uso oral 1. lisador dip 1g tomar 01 cp de 6/6h se dor ou febre 2. paracetamol 750 mg tomar 01 cp de 6/6h se dor ou febre 3. ondif 8mg tomar 01 fita de 8/8h se nausea 4. alektos 20mg tomar 1 cp ao dia por 5 dias,Receita
420,420,2020-09-27,1100000420,12345670420,João,uso interno cloridrato de tonsulosina 0.4 mg tomar 01 comprimido a noite uso interno buscopan composto gotas tomar 30 gotas de 6/6 horas uso interno toragesic 10 mg colocar 01 comprimido em baixo da lingua se dor forte.,Receita
421,421,2020-02-11,1100000421,12345670421,Maria,uso oral avide racecadotrila 100mg tomar 1 cp 8/8h ate que a diarreia cesse. nao ultrapassar 7 dias de uso. lisador colica tomar 1 cp 4/4h se colica ondif 8mg colocar um filme sobre a lingua se nauseas ou vomitos,Receita
422,422,2020-02-23,1100000422,12345670422,José,"uso oral 1) hedera helix (abrilar) 7mg/ml xarope?????????? dar 2.5ml. via oral, de 8 em 8 horas por 7 dias uso nasal 2) soro fisiologico 0.9% realizar lavagem nasal com seringa de 10ml pelo menos 3 vezes ao dia",Receita
423,423,2020-04-11,1100000423,12345670423,Ana,"a nutricionista; encaminho paciente acima, 75 anos, com alteracao glicemica inicial, para avaliacao e conduta. grata,",Exame
424,424,2020-03-16,1100000424,12345670424,Pedro,uso externo: 1) maxiflox ou ciloxan aplicar 3 gotas em orelha direita 3x dia por 10 dias,Receita
425,425,2020-10-05,1100000425,12345670425,Mariana,"uso oftalmologico 1) cylocort solucao oftalica instilar 01 02 gotas em cada olho, 4/4h por 5 dias",Receita
426,426,2020-09-03,1100000426,12345670426,Carlos,uso oral 1)dipirona 500mg 01cx tomar 02cp de 6/6hrs se dor ou febre 2)ibuprofeno 600mg 01cx tomar 01cp de 8/8hrs por 03 dias 3)amoxicilina + clavulanato 875/125 01cx tomar 01cp de 12/12 hrs por 10 dias,Receita
427,427,2020-09-09,1100000427,12345670427,Paula,uso oral 1) sinot clav bd 875 + 125 1 cp 12/12 hs 07 dias 2) predsim 20 mg 1 cp ao dia 05 dias uso nasal 3) budesonida 50 mcg 2 puffs em cada narina 12/12 hs 4) sf 0.9% lavar narinas 3 a 4 x ao dia,Receita
428,428,2020-10-12,1100000428,12345670428,Lucas,"relatorio para solicitacao de infusao de hidratacao ev pelo home care prezados, a paciente sra miriam ferreira migueis assuncao, atualmente com 64 anos, encontra se em tratamento oncologico por neoplasia maligna de ovario recidivada (cid10 c56). apresenta episodios repetidos de eventos tromboembolicos, sendo necessario uso de anticoagulacao continua. possui duplo j bilateral. encontra se em quimioterapia paliativa e, devido aos procedimentos cirurgicos abdominais previos, apresenta diarreia persistente (sindrome do intestino curto), e alto risco de infeccao urinaria de repeticao. encontra se sintomatica para itu e exame com klebsiella pneumoniae grupo quantificacao:maior ou igual a 100.000 ufc/ml e padrao multi resistente. antimicrobianos amicacina r amox/clavulanato r cefalexina r cefepima r ceftriaxona r cefuroxima intravenosa r cefuroxima oral r ciprofloxacino r ertapenem s fosfomicina s gentamicina r meropenem s sulfa/trimetoprima r sendo assim, solicito infusao endovenosa conforme descrito abaixo: invanz(r) ertapenem sodico, 1g ev em 45 minutos, 1 x dia por 7 dias. atenciosamente,",Exame
429,429,2020-06-07,1100000429,12345670429,Juliana,"uso interno continuo motore 250 mg tomar 1 cp, via oral, 2 vezes ao dia actonel chronos 35 mg tomar 1 cp, via oral, 1 vez por semana fixare pro + diluir 1 cp em agua e tomar, via oral, 1 vez ao dia motilex caps ou protena ou condres ou colaten tomar 1 cp, via oral, 1vez ao dia dipirona 500 mg tomar 1 cp, via oral, ate 3 vezes ao dia se dor paco 30 mg tomar 1 cp, via oral, ate 3 vezes ao dia se dor forte uso topico continuo cataflam pro xt aplicar nos locais de dor 1 a 2 vezes ao dia",Receita
430,430,2020-07-16,1100000430,12345670430,Fernando,uso int 1 digesam 10mg 01 cx tomar 01 cp vo 8/8h,Receita
431,431,2020-01-24,1100000431,12345670431,Cristina,relatorio medico crianca com diagnostico de pneumonia em tratamento com amoxicilina ha 48h evoluindo com piora clinica significativa e dificuldade de aceitacao da medicacao por via oral. da entrada nesta unidade com queda da saturacao e estado geral com esforco respiratorio necessitando de resgate com aerolin e oxgenioterapia. solicitada internacao hospitalar para tratamento adequado.,Outros
432,432,2020-10-16,1100000432,12345670432,Rafael,via oral: secnidazol 1g tomar 2 cp dose unica. flucanazol 150mg tomar 1 cp semanalmente por 12 semanas.,Receita
433,433,2020-10-10,1100000433,12345670433,Patrícia,uso oral 1) imosec 2 mg 1 cx tomar 2 cp dose 1x ao dia,Receita
434,434,2020-11-07,1100000434,12345670434,Vinícius,uso oral 1)prednisona 20mg 01cx tomar 02cp pela manha por 03 dias 2)dipirona 500mg 01cx tomar 02cp de 6/6hrs se dor ou febre 3)amoxicilina + clavulanato 875/125 01cx tomar 01cp de 12/12 hrs por 10 dias uso nasal 4)budesonida spray nasal 100mcg 01cx usar 02 jatos em cada narina de 12/12hrs por 30 dias,Receita
435,435,2020-02-04,1100000435,12345670435,Camila,uso oral 1) azitromicina 500 mg 1 cx tomar 1 cp 1x ao dia por 5 dias,Receita
436,436,2020-10-16,1100000436,12345670436,Rodrigo,uso oral 1. predsim 20mg tomar 2 cp cedo por 5 dias 2. ciclobenzaprina 5mg tomar um cp a noite por 7 dias 3. anador 500mg tomar 2 cp de 8/8 horas,Receita
437,437,2020-05-03,1100000437,12345670437,Tatiana,solicito teste para covid tuss 40314618 cid 34.2,Encaminhamento
438,438,2020-10-15,1100000438,12345670438,Gustavo,"uso oral 1) dipirona 1g ou paracetamol 750mg tomar 01 cp 06/06 hrs se dor/febre 2) hidratacao soro de reidratacao oral se envelope: diluir 1 unidade em 1l agua, tomar 250ml 4x/dia por 05 dias ou se frasco/garrafa: tomar 250ml 4x/dia por 05 dias agua (ou agua de coco, ou gatorade, ou similar): tomar 2l por 05 dias",Receita
439,439,2020-10-13,1100000439,12345670439,Isabela,hd pos op de lesao menisco medial direito (m232) cd fisioterapia 10 sessoes,Encaminhamento
440,440,2020-05-18,1100000440,12345670440,João,uso oral e continuo: 1 benicar hct 20/12.5mg tomar 01 cp pela manha 2 rosuvastatina 5mg tomar 01 cp por dia 3 alopurinol 100mg tomar 01 cp por dia,Receita
441,441,2020-05-03,1100000441,12345670441,Maria,"uso externo (intracavernoso) 1. prostaglandina 10mcg / ml 5ml fentolamina 1mg / ml papaverina 30 mg / ml aplicar 0.2ml intracavernoso, 30 minutos antes da relacao. seringa 1ml agulha de insulina",Receita
442,442,2020-01-25,1100000442,12345670442,José,solicito acupuntura 10 sessoes lombalgia,Exame
443,443,2020-09-14,1100000443,12345670443,Ana,uso oral 1. vitergan master n tomar 01cp 1x/dia,Receita
444,444,2020-04-26,1100000444,12345670444,Pedro,"uso oral 1) amoxicilina 400mg/5ml suspensao???????????frasco dar 9 ml, via oral, de 12 em 12 horas por 10 dias 2) dipirona 50mg/ml suspensao???????????????.frasco dar 10 ml, via oral, de 6 em 6 horas se dor ou febre (temperatura maior que 37.8oc) ou 3) paracetamol 200mg/ml gotas???????????????.frasco dar 27 gotas, via oral, de 6 em 6 horas se dor ou febre (temperatura maior que 37.8oc)",Receita
445,445,2020-02-19,1100000445,12345670445,Mariana,uso oral 1) axetilcefuroxima 500mg dar 1 comrpimido de 12/12h por 7 dias.,Receita
446,446,2020-07-09,1100000446,12345670446,Carlos,"uso oral: 1. enterogermina plus 1 flaconete ao dia, por 5 dias 2. ondif 8mg 1 filme sobre a lingua e deixar dissolver, de 8/8h, se nauseas ou vomitos",Receita
447,447,2020-01-10,1100000447,12345670447,Paula,1 diosmin tomar 1 cp 12/12 hr. continuo,Receita
448,448,2020-10-19,1100000448,12345670448,Lucas,"uso interno amoxicilina + clavulanato 500/125mg tomar 1 comprimido, via oral, de 12/12 horas por 7 a 10 dias prednisona 20mg tomar 1 comprimido, via oral, 1 vez ao dia pela manha por 3 a 5 dias dipirona 500mg tomar 1 a 2 comprimidos, via oral, de 4/4 horas se dor ou febre (tax maior ou igual 37.8oc) omeprazol 20mg tomar 1 comprimido, via oral, 1 vez ao dia em jejum 20 30 minutos antes do cafe da manha por 7 a 10 dias soro de reidratacao oral diluir 1 sache em 1 litro de agua e tomar varias vezes ao dia uso externo soro fisiologico 0.9% inalacao e higiene nasal de 3/3 horas e sempre que necessario",Receita
449,449,2020-06-11,1100000449,12345670449,Juliana,"uso oral: desloratadina 5mg tomar 1 cp ao dia, por 5 dias",Receita
450,450,2020-11-12,1100000450,12345670450,Fernando,uso oral ? tropinal tomar 1 comprimido de 6/6 horas se dor ? pyridium 100mg tomar 1 comprimido de 8/8 horas enquanto perdurar ardencia para urinar ? monuril 2 saches diluir 1 sache em 1 copo de agua filtrada. tomar 1 dose hoje a noite e repetir 1 dose em 48 horas. orientacoes: manter boa ingesta hidrica checar resultado de urocultura em 3 dias em caso de sinais de alarme procurar atendimento medico de urgencia,Outros
451,451,2020-02-19,1100000451,12345670451,Cristina,uso oral 1. floratil pediatriaco 1cx dar 1 sache 1x ao dia por 5 dias 2. domperidona 1mg/ml 1fr dar 1ml de 8/8h por 15 dias 3. buscopam 20mg/ml 1fr dar 20gt ate de 8/8h se dor 4. simeticona gotas 1fr dar 20 gotas ate de 8/8h se dor 5. vonau flash 4 mg 1fr dar 1 cp ate de 8/8h se vomitos retornar ao pronto socorro se febre ou diarreia com sangue,Receita
